Rank,PreviousRank,Period,BookID,Title,Subtitle,ISBN,CmdtCode,ReleaseDate,Publisher,Author,Price,SalePrice,DiscountRate,Score,ReviewCount
486,727,2026061020260616,S000213080089,이미지 처리 바이블,"파이썬, OpenCV, 텐서플로로 배우는 이미지 처리와 컴퓨터 비전의 모든 것!",1140709399,9791140709397,20240430,길벗,류태선 외,44000,39600,10.0,10.0,19
487,729,2026061020260616,S000212844115,된다! 김메주의 유튜브 채널&영상 만들기,10만 조회수를 만드는 영상·쇼츠의 비밀,1163035750,9791163035756,20240422,이지스퍼블리싱,김혜주,19000,17100,10.0,9.5,35
488,731,2026061020260616,S000212764031,Do it! C++ 완전 정복,기초부터 실전까지 제대로 배운다!,1163035696,9791163035695,20240327,이지스퍼블리싱,조규남 외,32000,28800,10.0,9.9,21
489,351,2026061020260616,S000212649658,만들면서 배우는 라즈베리파이 5와 40개의 작품들,쉬운 작품부터 사물인터넷(IoT)과 인공지능(AI) 작품 만들기까지,1193059224,9791193059227,20240325,앤써북,장문철 외,22000,19800,10.0,10.0,7
490,476,2026061020260616,S000211923576,아는 만큼 보이는 백엔드 개발,한 권으로 보는 백엔드 로드맵과 커리어 가이드,1140708112,9791140708116,20240119,길벗,정우현 외,24000,21600,10.0,9.8,31
491,480,2026061020260616,S000210885703,챗GPT로 만드는 주식 & 암호화폐 자동매매 시스템,코딩은 몰라도 누구나 할 수 있는 파이썬 금융 프로그램,1192987039,9791192987033,20231117,제이펍,설근민,20000,18000,10.0,9.7,191
492,483,2026061020260616,S000208254427,오늘부터 이모티콘 작가,아이패드로 만드는 개성만점 이모티콘,116764056X,9791167640567,20230811,혜지원,곰곰(강채연),16800,15120,10.0,9.9,25
493,484,2026061020260616,S000203377358,파이썬 크래시 코스,,1169211275,9791169211277,20230803,한빛미디어,에릭 마테스 외,39000,35100,10.0,10.0,12
494,354,2026061020260616,S000202731288,견고한 데이터 엔지니어링,데이터 파이프라인 설계와 구축의 핵심 원칙,1169211224,9791169211222,20230626,한빛미디어,조 라이스 외,38000,34200,10.0,9.7,19
495,485,2026061020260616,S000202480286,린 스타트업(10주년 기념판),"린 캔버스 창시자가 전하는 설계, 검증, 성장 3단계 스타트업 가이드",1169211089,9791169211086,20230601,한빛미디어,애시 모리아 외,24000,21600,10.0,9.1,23
496,486,2026061020260616,S000202404483,엑셀 매크로&VBA 바이블,ChatGPT 활용 매크로&VBA 학습법 수록 | 모든 버전 사용 가능,1169210996,9791169210997,20230531,한빛미디어,최준선,47000,42300,10.0,9.9,23
497,356,2026061020260616,S000201485097,밑바닥부터 만드는 컴퓨팅 시스템,"불 논리부터 컴퓨터 아키텍처, 운영체제까지",8966263925,9788966263929,20230424,인사이트,노암 니산 외,32000,28800,10.0,10.0,17
498,766,2026061020260616,S000201551700,실무에 바로 쓰는 일잘러의 엑셀 입문,"데이터 분석, 함수 사용, 보고서 작성의 기초를 다지는 엑셀 가이드",1192987063,9791192987064,20230418,제이펍,후지이 나오야 외,18800,16920,10.0,10.0,7
499,487,2026061020260616,S000201464167,카프카 핵심 가이드,대규모 실시간 데이터와 스트림 처리,1192469763,9791192469768,20230414,제이펍,그웬 샤피라 외,33000,29700,10.0,10.0,10
500,488,2026061020260616,S000201212403,머신러닝 시스템 설계,"프로젝트 범위 산정부터 프로덕션 배포 후 모니터링까지, MLOps 완벽 해부하기",1169210856,9791169210850,20230313,한빛미디어,칩 후옌 외,38000,34200,10.0,10.0,19
501,489,2026061020260616,S000201190905,인공지능,파이썬으로 배우는 머신러닝과 딥러닝,1192373162,9791192373164,20230310,인피니티북스,천인국,33000,33000,0.0,10.0,5
502,491,2026061020260616,S000201260285,밴드랩을 이용한 누구나 작곡하기,무료 컴퓨터음악 프로그램 밴드랩(bandlab),1191122425,9791191122428,20230227,알파미디어,이정원,18000,16200,10.0,10.0,2
503,357,2026061020260616,S000200929052,코딩 자율학습 나도코딩의 파이썬 입문,초보자 눈높이에 맞춘 친절한 프로그래밍 자습서,1140703307,9791140703302,20230220,길벗,나도코딩,24000,21600,10.0,10.0,204
504,492,2026061020260616,S000200609935,비됴클래스의 유튜브 영상 편집 with 프리미어 프로,영상 편집 1등 채널 비됴클래스와 유튜브 영상 편집 시작하기,116921066X,9791169210669,20230118,한빛미디어,하지원,23000,20700,10.0,9.8,28
505,493,2026061020260616,S000200437382,전기 AutoCAD 완전정복,,893810575X,9788938105752,20230110,동일출판사,이충식 외,27000,27000,0.0,0.0,0
506,494,2026061020260616,S000061897153,코딩 자율학습 나도코딩의 C 언어 입문,C 언어의 완공을 돕는 프로그래밍 자습서,114070155X,9791140701551,20221010,길벗,나도코딩,26000,23400,10.0,10.0,103
507,496,2026061020260616,S000060624422,구글 스프레드시트 활용법,업무 생산성을 높이는 만능 협업 도구,1138324604,9791138324601,20220701,시대인,이중용,22000,19800,10.0,9.9,10
508,785,2026061020260616,S000061352142,도메인 주도 설계 첫걸음,"소프트웨어 아키텍처와 비즈니스 전략의 일치를 위한 핵심 패턴, 원칙, 실천법",1158393350,9791158393359,20220530,위키북스,블라드 코노노프 외,25000,22500,10.0,8.9,8
509,0,2026061020260616,S000001834837,그림으로 이해하는 네트워크 용어,"인프라와 네트워크, 쉽고 재미있게 시작하자!",1165219654,9791165219659,20220430,길벗,기타미 류지 외,18000,16200,10.0,9.6,11
510,792,2026061020260616,S000001810466,파워포인트 디자인 실무 강의 with 신프로,감각적인 PPT 템플릿으로 단숨에 실력을 업그레이드하는 디자인 실무 비법,1162245085,9791162245088,20220105,한빛미디어,신강식(신프로),18000,16200,10.0,9.5,31
511,499,2026061020260616,S000001033125,1일 1로그 100일 완성 IT 지식,"하드웨어,소프트웨어,통신,데이터,4가지 IT 근육으로 디지털 문해력 기르기",8966263305,9788966263301,20211231,인사이트,브라이언 W. 커니핸 외,20000,18000,10.0,9.7,113
512,797,2026061020260616,S000001805070,단위 테스트,생산성과 품질을 위한 단위 테스트 원칙과 패턴,1161755748,9791161755748,20211020,에이콘출판,블라디미르 코리코프 외,35000,31500,10.0,9.8,12
513,500,2026061020260616,S000001952219,인공지능 2,현대적 접근방식,1191600327,9791191600322,20210825,제이펍,스튜어트 러셀 외,38000,34200,10.0,10.0,15
514,805,2026061020260616,S000001810380,데이터 과학을 위한 통계,데이터 분석에서 머신러닝까지 파이썬과 R로 살펴보는 50가지 핵심 개념,1162244186,9791162244180,20210507,한빛미디어,피터 브루스 외,34000,30600,10.0,9.8,29
515,360,2026061020260616,S000001399869,SQL 전문가 가이드,,8988474864,9788988474860,20210315,한국데이터산업진흥원,한국데이터산업진흥원,50000,50000,0.0,9.6,31
516,808,2026061020260616,S000001399866,데이터 분석 전문가 가이드(ADP)(ADsP),,898847483X,9788988474839,20210315,한국데이터산업진흥원,한국데이터산업진흥원,50000,50000,0.0,8.7,63
517,502,2026061020260616,S000001804998,데이터베이스 인터널스,분산 데이터베이스 시스템 심층 분석,1161754962,9791161754963,20210129,에이콘출판,알렉스 페트로프 외,35000,31500,10.0,9.8,12
518,810,2026061020260616,S000001075943,OpenCV-Python으로 배우는 영상 처리 및 응용,,8970504419,9788970504414,20201124,생능출판,정성환 외,35000,35000,0.0,10.0,4
519,503,2026061020260616,S000001834493,IT 엔지니어를 위한 네트워크 입문,클라우드 데브옵스 시대의 필수 역량!,1165213184,9791165213183,20201030,길벗,고재성 외,36000,32400,10.0,9.5,30
520,363,2026061020260616,S000001766445,모던 자바스크립트 Deep Dive,자바스크립트의 기본 개념과 동작 원리,1158392230,9791158392239,20200925,위키북스,이웅모,45000,40500,10.0,9.8,96
521,0,2026061020260616,S000000555527,바닥부터 배우는 강화 학습,,8931463170,9788931463170,20200915,영진닷컴,노승은,22000,19800,10.0,9.9,19
522,813,2026061020260616,S000001810273,이것이 취업을 위한 코딩 테스트다 with 파이썬,취업과 이직을 결정하는 알고리즘 인터뷰 완벽 가이드,1162243074,9791162243077,20200805,한빛미디어,나동빈,34000,30600,10.0,9.6,88
523,504,2026061020260616,S000001932748,파이썬 알고리즘 인터뷰,95가지 알고리즘 문제 풀이로 완성하는 코딩 테스트,1189909170,9791189909178,20200715,책만,박상길 외,38000,34200,10.0,9.7,94
524,282,2026061020260616,S000001643562,알기 쉬운 통계분석,기술통계에서 구조방정식모형까지,8999718654,9788999718656,20190801,학지사,성태제,20000,20000,0.0,9.8,23
525,0,2026061020260616,S000000833224,배경 일러스트 메이킹,영화/게임/웹툰/애니메이션의 컨셉 아트를 위한,895674825X,9788956748252,20190215,정보문화사,고아라,30000,27000,10.0,9.8,51
526,507,2026061020260616,S000001033071,함께 자라기,애자일로 가는 길,8966262333,9788966262335,20181130,인사이트,김창준,13000,11700,10.0,9.9,55
527,825,2026061020260616,S000001916898,패턴 인식과 머신 러닝,패턴 인식 계열의 바이블 | 모두가 기다려온 바로 그 비숍책 한국어판 출간,1188621254,9791188621255,20180910,제이펍,크리스토퍼 비숍 외,46000,41400,10.0,9.7,40
528,508,2026061020260616,S000001900884,Do it! 쉽게 배우는 R 데이터 분석,데이터 분석 프로젝트 전 과정 수록,1187370940,9791187370949,20170720,이지스퍼블리싱,김영우,20000,18000,10.0,9.7,157
529,0,2026061020260616,S000000907068,염건교수의 엑셀강의,엑셀의 핵심 아이디어를 이해하여 기본부터 실무까지 단숨에!,8959725544,9788959725540,20170215,청람,염건,25000,25000,0.0,0.0,0
530,366,2026061020260616,S000001628109,객체지향의 사실과 오해,"역할, 책임, 협력 관점에서 본 객체지향",8998139766,9788998139766,20150617,위키북스,조영호,20000,18000,10.0,9.8,74
531,509,2026061020260616,S000000600904,데이타베이스 시스템,,893530445X,9788935304455,20140820,정익사,이석호,36000,32400,10.0,9.1,12
532,510,2026061020260616,S000001032978,월스트리트저널 인포그래픽 가이드,데이터 사실 수치를 표현할 때 지켜야 할 기본 원칙,8966260934,9788966260935,20140314,인사이트,도나 M. 웡 외,15000,13500,10.0,9.7,30
533,367,2026061020260616,S000001399857,데이터아키텍처 자격검정 실전문제,,8988474155,9788988474150,20140107,한국데이터산업진흥원,한국데이터베이스진흥원,12000,12000,0.0,9.7,52
534,844,2026061020260616,S000000935150,해킹: 공격의 예술,,8960771260,9788960771260,20100319,에이콘출판,존 에릭슨 외,30000,27000,10.0,10.0,5
535,845,2026061020260616,S000220096824,2027 유선배 AI 프롬프트활용능력 AI-POT 1·2급 핵심요약+기출변형+무료강의,저자 직강 유튜브 무료 동영상 강의 제공,1143414977,9791143414977,20260805,시대에듀,홍진아,29000,26100,10.0,10.0,2
536,511,2026061020260616,S000219940458,2027 시대에듀 데이터분석 한권으로 끝내기,파이썬 기초부터 실전 분석까지 다루는 ADP 실기 대비서,114341358X,9791143413581,20260710,시대고시기획,데싸라면 외,31000,27900,10.0,10.0,3
537,368,2026061020260616,S000220110696,생성형 AI를 활용한 수학 수업용 웹 애플리케이션 개발,,1194145671,9791194145677,20260701,지오북스,왕효원 외,19000,17100,10.0,0.0,0
538,369,2026061020260616,S000220101675,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차,만들기 + 데이터 수집 · 학습 + 딥러닝,1193059879,9791193059876,20260630,앤써북,장문철,24400,21960,10.0,10.0,1
539,847,2026061020260616,S000220153692,2027 이기적 ITQ 파워포인트 ver.2021,동영상 강의 무료 제공+실습 파일 제공,8931482353,9788931482355,20260626,영진닷컴,영진정보연구소,17000,15300,10.0,0.0,0
540,512,2026061020260616,S000220221456,LUVIT EPL과 유튜브 데이터로 배우는 DuckDB,"SQL 분석부터 파이썬을 활용한 데이터 시각화, 대시보드 실습까지",1124205713,9791124205716,20260625,제이펍,이기준,30000,27000,10.0,0.0,0
541,0,2026061020260616,S000220273082,밑바닥부터 따라하면서 배우는 클로드 코드 완전 정복,"바이브 코딩 입문자부터 풀스택 개발자까지, 모두를 위한 클로드 코드 완전 활용법",1158396899,9791158396893,20260624,위키북스,엄태효,28000,25200,10.0,0.0,0
542,517,2026061020260616,S000220152024,에이전틱 AI와 바이브 코딩 AI 개발의 정석 with 언리얼,"프롬프트 전략부터 2D, 3D 게임 개발, AI 연동 툴 제작까지 AI 시대 게임 개발의 모든 것",8931507976,9788931507973,20260617,성안당,이영호 외,42000,37800,10.0,0.0,0
543,850,2026061020260616,S000220166019,엔지니어를 위한 엔터프라이즈 리눅스 정석,2 리눅스 시스템 관리,1199919101,9791199919105,20260615,INTEK,김석 외,35000,31500,10.0,10.0,1
544,520,2026061020260616,S000220215711,AI와 기후변화,,1143027388,9791143027382,20260615,커뮤니케이션북스,나보혜 외,12000,12000,0.0,0.0,0
545,519,2026061020260616,S000220215622,AI 트러스트노믹스,,1143028597,9791143028594,20260615,커뮤니케이션북스,박대성,12000,12000,0.0,0.0,0
546,522,2026061020260616,S000220102126,AI 에이전트 개발과 운영 올인원 가이드,"LangGraph 기반 AI 에이전트 개발과 RAG 워크플로 설계, AWS 운영 전략까지",1124205373,9791124205372,20260611,제이펍,온다 미노루 외,33000,29700,10.0,0.0,0
547,854,2026061020260616,S000219662557,2026 시대에듀 유선배 경영정보시각화능력 실기(Power BI) 합격노트,저자직강 무료강의 제공,1143412648,9791143412645,20260610,시대에듀,어니언비아이,35000,31500,10.0,10.0,7
548,527,2026061020260616,S000220165019,AI 시대의 청각 경험 디자인,,1143028295,9791143028297,20260610,커뮤니케이션북스,남궁기찬,12000,12000,0.0,0.0,0
549,526,2026061020260616,S000220165009,교수 설계와 AI 가이드라인,,1143028147,9791143028143,20260610,커뮤니케이션북스,한승연 외,12000,12000,0.0,0.0,0
550,528,2026061020260616,S000220119457,퇴근을 앞당기는 AI 업무 활용 루틴,"챗GPT, 퍼플렉시티, 제미나이, 릴리스AI, 냅킨, 감마, Flow, Veo로 완성하는",1143415418,9791143415417,20260602,시대인,오언주,19000,17100,10.0,8.4,2
551,378,2026061020260616,S000218962170,신뢰 사회의 적들,신뢰를 지키는 보이지 않는 시스템,1194409695,9791194409694,20260529,에이콘온,박나룡,32000,28800,10.0,10.0,1
552,0,2026061020260616,S000220093497,AI 시대 디자인 교육의 사고 구조,,1143027078,9791143027078,20260529,커뮤니케이션북스,정유섭,12000,12000,0.0,0.0,0
553,529,2026061020260616,S000220004412,AI 바이브 코딩 마스터,Lovable로 만드는 5가지 프로젝트,8931483082,9788931483086,20260526,영진닷컴,정의석 외,36000,32400,10.0,10.0,6
554,379,2026061020260616,S000219930093,나는 왜 개발자 말이 어려울까?,외계어 같은 개발 용어 사이에서 살아남기 위한 생존 소통 가이드,1194508952,9791194508953,20260525,경이로움,이프로,22000,19800,10.0,10.0,5
555,532,2026061020260616,S000219305294,2026 시대에듀 빅데이터분석기사 실기(R) 한권으로 끝내기,현직 교수가 직접 복원한 2021∼2025년 기출복원문제 전체수록,1143409833,9791143409836,20260520,시대고시기획,장희선,35000,31500,10.0,8.8,13
556,382,2026061020260616,S000220041612,트랜스포머 아키텍처로 배우는 AI 에이전트 with 랭체인 & 랭그래프,"RAG부터 파인튜닝, 양자화, MCP까지",1175790605,9791175790605,20260518,한빛미디어,장철원,39000,35100,10.0,10.0,1
557,535,2026061020260616,S000220004621,피지컬 AI,,117570055X,9791175700550,20260515,홍릉,유형근 외,65000,65000,0.0,10.0,1
558,536,2026061020260616,S000219998359,2026 이패스 전산세무 1급,이론/실무/기출테마/최신기출문제,1172094985,9791172094980,20260515,이패스코리아,정아름,38000,34200,10.0,0.0,0
559,293,2026061020260616,S000219524187,2026 시대에듀 최신 출제유형이 적용된 전산회계운용사 2급 실기,핵심 실기이론 + 모의고사 12회 수록,1143412923,9791143412928,20260508,시대고시기획,박명희,21000,18900,10.0,10.0,9
560,539,2026061020260616,S000219733194,처음 만나는 AI 에이전트 with 랭체인 & MCP,,1124205454,9791124205457,20260506,제이펍,김재엽 외,30000,27000,10.0,0.0,0
561,540,2026061020260616,S000219882596,매출을 만드는 데이터 분석 with 챗GPT,복잡한 코딩 없이 AI와 함께하는 실전 데이터 분석,1140718673,9791140718672,20260504,길벗,조선미,32000,28800,10.0,10.0,3
562,386,2026061020260616,S000219715810,7일 단기 완성 해킹 입문,TryHackMe로 즐기듯 배우는 합법적인 해킹 7일 실습 코스,1124205276,9791124205273,20260430,제이펍,노미조 노미조 외,28000,25200,10.0,10.0,1
563,542,2026061020260616,S000219733070,몰입을 설계하는 게임 기획,"감정에서 과금까지, 플레이어 경험을 만드는 게임 디자인의 원리",1124205470,9791124205471,20260430,제이펍,쉬웨이훙 외,28000,25200,10.0,0.0,0
564,543,2026061020260616,S000219725405,AI 에이전트 개발 완벽 입문,,1158396759,9791158396756,20260428,위키북스,김현지 외,42000,37800,10.0,9.9,13
565,878,2026061020260616,S000219598399,2026 이기적 ISRM 정보보호위험관리사 기본서,,8931480253,9788931480252,20260427,영진닷컴,홍대원,36000,32400,10.0,10.0,1
566,544,2026061020260616,S000219615653,"애플, 파괴적 혁신의 시작","세상을 뒤바꾼 개인용 컴퓨터와 소프트웨어 혁명, 그 뜻밖의 순간들",1124309039,9791124309032,20260427,책만,레인 누니 외,26000,23400,10.0,10.0,10
567,546,2026061020260616,S000219785892,생성형 AI와 스마트 물류 혁신,,1143023714,9791143023711,20260424,커뮤니케이션북스,정재엽,12000,12000,0.0,0.0,0
568,548,2026061020260616,S000219751360,AI 자가 설계,,1143024974,9791143024978,20260422,커뮤니케이션북스,최성자,12000,12000,0.0,10.0,3
569,297,2026061020260616,S000219743781,하이러닝으로 끝내는 AI 디지털 수업 50제,경기도 현직 교사를 위한 하이러닝 실전 활용 가이드,1175790338,9791175790339,20260421,한빛미디어,유지현 외,24000,21600,10.0,10.0,1
570,550,2026061020260616,S000219010751,2026 시대에듀 유선배 경영정보시각화능력 필기 합격노트,,1143408187,9791143408181,20260415,시대고시기획,전익진,32000,28800,10.0,9.3,13
571,895,2026061020260616,S000219543503,누구나 쉽게 배우는 영상 편집 with 캡컷 PC 버전,기초부터 실무 활용까지,1124273131,9791124273135,20260410,아티오,김수진,14000,12600,10.0,0.0,0
572,553,2026061020260616,S000219647371,누구나 프로처럼 실전 AI 콘텐츠 디자인 with 나노 바나나,"사진 보정, 썸네일, 캐릭터 디자인, 상세 페이지, 홍보 포스터, 웹툰, 이모티콘, 굿즈까지 누구나 디자인 가능한 나노 바나나 완벽 가이드",117579046X,9791175790469,20260409,한빛미디어,홍순성,28000,25200,10.0,10.0,1
573,554,2026061020260616,S000219549737,스프링 부트 4 개발자 되기 + AI: 자바 편,JPA+OAuth2+JWT+AWS+스프링 AI와 배우는 스프링 부트 4 Java 백엔드 입문자를 위한 풀 패키지,1194383912,9791194383918,20260401,골든래빗(주),신선영,34000,30600,10.0,10.0,1
574,555,2026061020260616,S000219468768,로직 프로 12,,899440466X,9788994404660,20260401,노하우,최이진,33000,29700,10.0,0.0,0
575,557,2026061020260616,S000219542415,공간데이터사이언스,,1172670994,9791172670993,20260331,푸른길,에드저 페베스마 외,36000,32400,10.0,0.0,0
576,558,2026061020260616,S000219519067,클라우드 애플리케이션 아키텍처 패턴,레거시 현대화와 클라우드 네이티브 전환을 위한 70가지 실무 전략,1175790303,9791175790308,20260330,한빛미디어,카일 브라운 외,46000,41400,10.0,10.0,4
577,304,2026061020260616,S000219601971,Play! SOLIDWORKS 솔리드웍스 2026 Master,,1191218406,9791191218404,20260325,청담북스,원동현,35000,31500,10.0,0.0,0
578,561,2026061020260616,S000219513858,상업용 Ai 음악제작,,8994404651,9788994404653,20260325,노하우,최이진,33000,29700,10.0,0.0,0
579,562,2026061020260616,S000219407193,2026 독공 전산회계 1급,NCS 국가직무능력표준 기준안 적용,1175196436,9791175196438,20260325,박문각,공경태 외,28000,25200,10.0,0.0,0
580,563,2026061020260616,S000219524841,네이버 블로그 첫걸음,"개설부터 글쓰기까지, 초보자를 위한 블로그 기초",1167640993,9791167640994,20260325,혜지원,전진수,17000,15300,10.0,9.3,5
581,564,2026061020260616,S000219544930,된다! 링크드인 활용법,평범한 직장인의 경험을 커리어로 빛나게 해 줄,1163038334,9791163038337,20260324,이지스퍼블리싱,변재일,22000,19800,10.0,9.0,15
582,565,2026061020260616,S000219436117,시나공 사무자동화산업기사 실기 기본서,오피스2021/2016/2010공용,1140717928,9791140717927,20260323,길벗,길벗알앤디,28000,25200,10.0,10.0,1
583,566,2026061020260616,S000219441762,"LLM 미세 튜닝, 핵심만 빠르게!",파이토치와 허깅 페이스 기반의 최신 미세 튜닝 기법,8966265243,9788966265244,20260319,인사이트,다니엘 보이트 고도이 외,32000,28800,10.0,0.0,0
584,394,2026061020260616,S000219311262,캔바 AI,매일매일 쓰는 모두의 AI,1194630588,9791194630586,20260316,생능북스,신승희 외,24000,21600,10.0,10.0,43
585,396,2026061020260616,S000219435263,맛있는 디자인 일러스트레이터 CC 2026,,1175790249,9791175790247,20260313,한빛미디어,빨간고래(박정아),27000,24300,10.0,7.5,2
586,568,2026061020260616,S000219249403,2026 박문각 리눅스마스터 2급 기출원스톱 800제+무료특강,저자직강 무료특강(합격비법 핵심이론),1175197769,9791175197763,20260310,박문각,오재관,25000,22500,10.0,10.0,1
587,570,2026061020260616,S000219342241,네트워크·보안 엔지니어를 위한 챗GPT 활용 기술,실무에 바로 쓰는 AI 가이드,1140717952,9791140717958,20260309,길벗,박진산,27000,24300,10.0,10.0,6
588,399,2026061020260616,S000219411783,2026 이패스 AICE Associate 실전모의고사 10,,1172094276,9791172094270,20260306,이패스코리아,신성진 외,25000,22500,10.0,7.0,3
589,571,2026061020260616,S000219310996,2026 이기적 정보처리기사 실기 기본서,개념과 기출로 실전에 강한 완벽 입문서,8931480385,9788931480382,20260305,영진닷컴,신면철 외,38000,34200,10.0,10.0,5
590,572,2026061020260616,S000219391567,멘토시리즈 파이썬 왜 쉽지?,첫 코딩이라도 혼자 완주하는 가장 쉬운 파이썬,1189028557,9791189028558,20260305,코리아교육그룹,코리아교육그룹 교육연구소,30000,27000,10.0,10.0,12
591,400,2026061020260616,S000218913905,시대에듀 IEQ 지도사(현 DEQ 지도사) 인터넷 윤리자격 한권으로 끝내기,단계별 학습으로 쉽고 빠르게 합격,1143404114,9791143404114,20260305,시대고시기획,인터넷윤리자격연구회,20000,18000,10.0,10.0,7
592,574,2026061020260616,S000219189311,나노바나나로 AI툰 제작하기,,118657383X,9791186573839,20260227,비엘북스,김한재,32000,28800,10.0,10.0,9
593,575,2026061020260616,S000219304666,맛있는 디자인 피그마 with AI,가장 완벽한 디자인 레시피,1175790184,9791175790186,20260227,한빛미디어,이영주,28000,25200,10.0,8.8,3
594,943,2026061020260616,S000219301278,한 입 크기로 잘라 먹는 리액트,자바스크립트 기초부터 애플리케이션 배포까지,8966265235,9788966265237,20260224,인사이트,이정환,33000,29700,10.0,7.5,1
595,945,2026061020260616,S000219305571,러스트 프로그래밍 입문,8개 프로그램을 만들면서 러스트 컴파일러와 친해지기,8966265197,9788966265190,20260223,인사이트,안도 카즈시게 외,32000,28800,10.0,0.0,0
596,577,2026061020260616,S000219080998,2026 이기적 프로그래밍기능사 실기 기본서,,8931480350,9788931480351,20260220,영진닷컴,임승현,21000,18900,10.0,10.0,3
597,579,2026061020260616,S000219254712,2026 데이터분석 초보도 3주만에 합격하는 이패스 경영정보시각화능력 필기,,1172094063,9791172094065,20260212,이패스코리아,박영식,31000,27900,10.0,0.0,0
598,581,2026061020260616,S000218853973,2026 시대에듀 Win-Q 전자캐드기능사 필기 단기합격,,1143407326,9791143407320,20260210,시대고시기획,정도건 외,25000,22500,10.0,10.0,12
599,582,2026061020260616,S000218830812,2026 박문각 SQL 개발자 SQLD 기출원스톱 400제+무료특강,저자직강 무료강의(핵심이론+실전모의고사),1175194549,9791175194540,20260210,박문각,윤소정,19000,17100,10.0,10.0,1
600,313,2026061020260616,S000219019499,한 권으로 끝내는 게임 사업 게임 마케팅,개발사를 위한 유저 확보·퍼블리싱·라이브 운영 실무 가이드,1194793495,9791194793496,20260205,유엑스리뷰(UX REVIEW),알로하팩토리,35000,31500,10.0,10.0,10
601,404,2026061020260616,S000219195506,AI 게임 개발 with 코덱스,누구나 프로처럼 실전 AI,1175790176,9791175790179,20260205,한빛미디어,정윤지,32000,28800,10.0,9.7,6
602,964,2026061020260616,S000219180341,AI와 공감각적 음악 수업,,1143018168,9791143018168,20260205,커뮤니케이션북스,양은영 외,12000,12000,0.0,0.0,0
603,405,2026061020260616,S000218968390,2026 이기적 리눅스마스터 1급(1·2차) 기본서 세트,무료 동영상 강의 + 또기적 합격자료집 PDF + 최신 기출문제 2회 + CBT 온라인문제집,8931481403,9788931481402,20260130,영진닷컴,김윤수 외,38000,34200,10.0,10.0,4
604,969,2026061020260616,S000219135220,2026 로그인 전산세무 2급,,1176160028,9791176160025,20260130,어울림,김영철,32000,28800,10.0,10.0,1
605,408,2026061020260616,S000219084312,AI 에이전트 마스터 클래스,"기획, 구현, 운영, 배포까지 현업에서 바로 적용하는 에이전트 개발 가이드",117579015X,9791175790155,20260130,한빛미디어,김구현,26000,23400,10.0,10.0,13
606,975,2026061020260616,S000219085320,AICE Associate,"AI 시대, 나를 증명하는 자격",1167844459,9791167844453,20260127,삼일인포마인,양태민 외,33000,33000,0.0,5.0,1
607,585,2026061020260616,S000219019027,풀스택 온라인 게임 개발,AI에게 “만들어줘”만 외치다 포기한 초보자를 위한 완성형 게임 개발 로드맵,1193229413,9791193229415,20260126,로드북,정금호,30000,27000,10.0,10.0,1
608,586,2026061020260616,S000219305166,"AI시대, 스마트하게 글쓰기",프롬프트로 쓰는 교양시민의 논리와 실전 언어,118814412X,9791188144129,20260124,두현출판사,조전혁,20000,18000,10.0,0.0,0
609,587,2026061020260616,S000219059438,"스마트폰, 키오스크, 최신 AI 한 권으로 끝내기","기초 활용법부터 무인 결제 실습, 인공지능 비서 활용까지",1194642497,9791194642497,20260123,디지털콘텐츠그룹,김숙,20000,18000,10.0,0.0,0
610,589,2026061020260616,S000219058631,AI 디자인 활용백과,내가 원하는 이미지를 뽑기 위한 미드저니&챗GPT&나노바나나 디자인 워크북!,1193674344,9791193674345,20260120,스마트북스,채시은,25000,22500,10.0,9.3,8
611,592,2026061020260616,S000218917592,2026 이기적 웹디자인개발기능사 실기 기본서,,8931478844,9788931478846,20260115,영진닷컴,이민희,30000,27000,10.0,0.0,0
612,416,2026061020260616,S000218668111,이기적 ITQ 액세스 ver 2021,동영상 강의 무료 제공,893148030X,9788931480306,20260115,영진닷컴,영진정보연구소,17000,15300,10.0,10.0,4
613,596,2026061020260616,S000218971492,캐드의 정석 ZWCAD,,1186450371,9791186450376,20260112,이엔지미디어,최종복 외,35000,31500,10.0,0.0,0
614,597,2026061020260616,S000219020152,GPR 딥러닝 완전정복,지하투과레이더(GPR)와 딥러닝의 실제 융합,1167918223,9791167918222,20260112,메이킹북스,차우성,20000,18000,10.0,10.0,4
615,0,2026061020260616,S000218942274,엣시 수익화 실전 매뉴얼,"처음 시작하는 셀러를 위한 리스팅부터 브랜딩, 마케팅까지",1194587879,9791194587873,20260108,제이펍,김민아,25000,22500,10.0,10.0,14
616,0,2026061020260616,S000218732686,2026 백발백중 ITQ 엑셀 2021,"자동채점프로그램, 무료 동영상 강의 제공",8931583613,9788931583618,20260107,성안당,박윤정 외,19000,17100,10.0,10.0,1
617,418,2026061020260616,S000218777496,김변호사의 스마트한 AI 활용법 2,개업 변호사를 위한 업무 혁신 가이드,1130398978,9791130398976,20260105,박영사,김변호사 팀 외,24000,24000,0.0,10.0,3
618,599,2026061020260616,S000218753254,AWS 인프라 구축 입문,,1158396546,9791158396541,20260102,위키북스,최진영(럭키바닐라 3세),35000,31500,10.0,10.0,1
619,421,2026061020260616,S000218783328,"어쨌든, 바이브 코딩",코딩을 몰라도 50개 앱과 웹사이트를 AI와 LLM을 활용해서 개발한다,8966265065,9788966265060,20251218,인사이트,코다프레스 외,22000,19800,10.0,9.2,27
